"ENSEMBLID"	"Gene"	"Log.Fold.Change"	"Effect.Size"	"Adjusted.P.Value"	"prior_prob_off"	"prior_prob_on"	"clusterName"	"barcode"	"marker"	"cellType"	"data"	"target"	"expProb"
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997264981346	"Alveolar macrophages"	"Pericytes"	"hlca"	FALSE	0.999997264981346
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.99999673433975	"Alveolar macrophages"	"Hematopoietic stem cells"	"hlca"	FALSE	0.99999673433975
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997262074523	"Alveolar macrophages"	"CD4 T cells"	"hlca"	FALSE	0.999997262074523
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997255368106	"Alveolar macrophages"	"AT2 proliferating"	"hlca"	FALSE	0.999997255368106
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.99999034848759	"Alveolar macrophages"	"pre-TB secretory"	"hlca"	FALSE	0.99999034848759
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997263921955	"Alveolar macrophages"	"Suprabasal"	"hlca"	FALSE	0.999997263921955
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999996596857521	"Alveolar macrophages"	"Adventitial fibroblasts"	"hlca"	FALSE	0.999996596857521
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997254050579	"Alveolar macrophages"	"DC1"	"hlca"	FALSE	0.999997254050579
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997093852679	"Alveolar macrophages"	"DC2"	"hlca"	FALSE	0.999997093852679
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997259929411	"Alveolar macrophages"	"Neuroendocrine"	"hlca"	FALSE	0.999997259929411
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999988724481475	"Alveolar macrophages"	"Alveolar macrophages"	"hlca"	TRUE	0.999988724481475
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999995781632697	"Alveolar macrophages"	"Plasma cells"	"hlca"	FALSE	0.999995781632697
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997258302034	"Alveolar macrophages"	"CD8 T cells"	"hlca"	FALSE	0.999997258302034
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999995425263084	"Alveolar macrophages"	"Smooth muscle FAM83D+"	"hlca"	FALSE	0.999995425263084
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997189899566	"Alveolar macrophages"	"Mesothelium"	"hlca"	FALSE	0.999997189899566
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.99999457522773	"Alveolar macrophages"	"T cells proliferating"	"hlca"	FALSE	0.99999457522773
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997246627454	"Alveolar macrophages"	"Tuft"	"hlca"	FALSE	0.999997246627454
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999996669625899	"Alveolar macrophages"	"B cells"	"hlca"	FALSE	0.999996669625899
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.99999698875622	"Alveolar macrophages"	"Mast cells"	"hlca"	FALSE	0.99999698875622
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999995905486438	"Alveolar macrophages"	"Lymphatic EC proliferating"	"hlca"	FALSE	0.999995905486438
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999996133442725	"Alveolar macrophages"	"Hillock-like"	"hlca"	FALSE	0.999996133442725
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999987657133945	"Alveolar macrophages"	"Alveolar Mph CCL3+"	"hlca"	FALSE	0.999987657133945
"ENSG00000101182"	"PSMA7"	1.06	1.033	0	0.0137897465931178	0.986210253406882	"Alveolar macrophages"	0.999997218412873	"Alveolar macrophages"	"Plasmacytoid DCs"	"hlca"	FALSE	0.999997218412873
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999514374404767	"Alveolar macrophages"	"Smooth muscle"	"hlca"	FALSE	0.999514374404767
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.953465066421259	"Alveolar macrophages"	"NK cells"	"hlca"	FALSE	0.953465066421259
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999393190046421	"Alveolar macrophages"	"Alveolar fibroblasts"	"hlca"	FALSE	0.999393190046421
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999632243657815	"Alveolar macrophages"	"Peribronchial fibroblasts"	"hlca"	FALSE	0.999632243657815
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999566181463452	"Alveolar macrophages"	"Pericytes"	"hlca"	FALSE	0.999566181463452
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999633161489174	"Alveolar macrophages"	"Non-classical monocytes"	"hlca"	FALSE	0.999633161489174
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999391215221777	"Alveolar macrophages"	"EC venous systemic"	"hlca"	FALSE	0.999391215221777
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999423649071086	"Alveolar macrophages"	"Goblet (nasal)"	"hlca"	FALSE	0.999423649071086
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998277350228077	"Alveolar macrophages"	"Ionocyte"	"hlca"	FALSE	0.998277350228077
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999423729345669	"Alveolar macrophages"	"AT0"	"hlca"	FALSE	0.999423729345669
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999603395992206	"Alveolar macrophages"	"Alveolar Mph proliferating"	"hlca"	FALSE	0.999603395992206
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999633375390853	"Alveolar macrophages"	"SMG mucous"	"hlca"	FALSE	0.999633375390853
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999622848125925	"Alveolar macrophages"	"Classical monocytes"	"hlca"	FALSE	0.999622848125925
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999188248075085	"Alveolar macrophages"	"SMG serous (bronchial)"	"hlca"	FALSE	0.999188248075085
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.993453775531455	"Alveolar macrophages"	"Basal resting"	"hlca"	FALSE	0.993453775531455
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.994934513809686	"Alveolar macrophages"	"EC general capillary"	"hlca"	FALSE	0.994934513809686
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998569921869408	"Alveolar macrophages"	"Multiciliated (non-nasal)"	"hlca"	FALSE	0.998569921869408
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999471938838497	"Alveolar macrophages"	"Lymphatic EC mature"	"hlca"	FALSE	0.999471938838497
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998595829686124	"Alveolar macrophages"	"EC arterial"	"hlca"	FALSE	0.998595829686124
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998890748080125	"Alveolar macrophages"	"Deuterosomal"	"hlca"	FALSE	0.998890748080125
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.835171797555848	"Alveolar macrophages"	"CD4 T cells"	"hlca"	FALSE	0.835171797555848
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998558892361822	"Alveolar macrophages"	"AT2 proliferating"	"hlca"	FALSE	0.998558892361822
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999163625325139	"Alveolar macrophages"	"Club (nasal)"	"hlca"	FALSE	0.999163625325139
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999453054416431	"Alveolar macrophages"	"Alveolar Mph MT-positive"	"hlca"	FALSE	0.999453054416431
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.997160375119936	"Alveolar macrophages"	"Suprabasal"	"hlca"	FALSE	0.997160375119936
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999245808391342	"Alveolar macrophages"	"pre-TB secretory"	"hlca"	FALSE	0.999245808391342
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999461509189613	"Alveolar macrophages"	"Goblet (subsegmental)"	"hlca"	FALSE	0.999461509189613
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.9991070925314	"Alveolar macrophages"	"SMG serous (nasal)"	"hlca"	FALSE	0.9991070925314
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999529709528102	"Alveolar macrophages"	"Neuroendocrine"	"hlca"	FALSE	0.999529709528102
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999597492331243	"Alveolar macrophages"	"Subpleural fibroblasts"	"hlca"	FALSE	0.999597492331243
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999481073577725	"Alveolar macrophages"	"Myofibroblasts"	"hlca"	FALSE	0.999481073577725
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998942124886313	"Alveolar macrophages"	"Multiciliated (nasal)"	"hlca"	FALSE	0.998942124886313
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998834632200172	"Alveolar macrophages"	"AT2"	"hlca"	FALSE	0.998834632200172
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.874143318176472	"Alveolar macrophages"	"B cells"	"hlca"	FALSE	0.874143318176472
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998593198232225	"Alveolar macrophages"	"EC venous pulmonary"	"hlca"	FALSE	0.998593198232225
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999632887178886	"Alveolar macrophages"	"Adventitial fibroblasts"	"hlca"	FALSE	0.999632887178886
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999633611958049	"Alveolar macrophages"	"Interstitial Mph perivascular"	"hlca"	FALSE	0.999633611958049
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999408652546887	"Alveolar macrophages"	"Migratory DCs"	"hlca"	FALSE	0.999408652546887
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.99949194392925	"Alveolar macrophages"	"AT1"	"hlca"	FALSE	0.99949194392925
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999588180452693	"Alveolar macrophages"	"Monocyte-derived Mph"	"hlca"	FALSE	0.999588180452693
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999014283247721	"Alveolar macrophages"	"Goblet (bronchial)"	"hlca"	FALSE	0.999014283247721
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.997275293510911	"Alveolar macrophages"	"Hillock-like"	"hlca"	FALSE	0.997275293510911
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998981474908468	"Alveolar macrophages"	"SMG duct"	"hlca"	FALSE	0.998981474908468
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.994368703643604	"Alveolar macrophages"	"EC aerocyte capillary"	"hlca"	FALSE	0.994368703643604
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999304642443351	"Alveolar macrophages"	"Club (non-nasal)"	"hlca"	FALSE	0.999304642443351
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.998616818723251	"Alveolar macrophages"	"Lymphatic EC differentiating"	"hlca"	FALSE	0.998616818723251
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999621126549029	"Alveolar macrophages"	"Alveolar macrophages"	"hlca"	TRUE	0.999621126549029
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.954823369796061	"Alveolar macrophages"	"CD8 T cells"	"hlca"	FALSE	0.954823369796061
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999533743279933	"Alveolar macrophages"	"Plasmacytoid DCs"	"hlca"	FALSE	0.999533743279933
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.99898643884612	"Alveolar macrophages"	"SM activated stress response"	"hlca"	FALSE	0.99898643884612
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.995763943772742	"Alveolar macrophages"	"Tuft"	"hlca"	FALSE	0.995763943772742
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.950226744369907	"Alveolar macrophages"	"T cells proliferating"	"hlca"	FALSE	0.950226744369907
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999628110914087	"Alveolar macrophages"	"DC2"	"hlca"	FALSE	0.999628110914087
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999109103880279	"Alveolar macrophages"	"Lymphatic EC proliferating"	"hlca"	FALSE	0.999109103880279
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999453088740562	"Alveolar macrophages"	"Smooth muscle FAM83D+"	"hlca"	FALSE	0.999453088740562
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999622511778441	"Alveolar macrophages"	"Mesothelium"	"hlca"	FALSE	0.999622511778441
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999611564931954	"Alveolar macrophages"	"Alveolar Mph CCL3+"	"hlca"	FALSE	0.999611564931954
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.97995469846687	"Alveolar macrophages"	"Plasma cells"	"hlca"	FALSE	0.97995469846687
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999109356509075	"Alveolar macrophages"	"DC1"	"hlca"	FALSE	0.999109356509075
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.993298273075599	"Alveolar macrophages"	"Hematopoietic stem cells"	"hlca"	FALSE	0.993298273075599
"ENSG00000101439"	"CST3"	1.245	1.199	0	0.105480429066654	0.894519570933346	"Alveolar macrophages"	0.999021090016244	"Alveolar macrophages"	"Mast cells"	"hlca"	FALSE	0.999021090016244
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.000246258739092009	"Alveolar macrophages"	"AT0"	"hlca"	FALSE	0.000246258739092009
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	4.84459838986373e-05	"Alveolar macrophages"	"Alveolar fibroblasts"	"hlca"	FALSE	4.84459838986373e-05
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.02801794865659e-06	"Alveolar macrophages"	"NK cells"	"hlca"	FALSE	1.02801794865659e-06
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	2.18787399308695e-09	"Alveolar macrophages"	"EC arterial"	"hlca"	FALSE	2.18787399308695e-09
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	4.66293670342566e-15	"Alveolar macrophages"	"Goblet (nasal)"	"hlca"	FALSE	4.66293670342566e-15
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.962329165386852	"Alveolar macrophages"	"Non-classical monocytes"	"hlca"	FALSE	0.962329165386852
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.00147184203101791	"Alveolar macrophages"	"Peribronchial fibroblasts"	"hlca"	FALSE	0.00147184203101791
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	4.55191440096314e-15	"Alveolar macrophages"	"Multiciliated (non-nasal)"	"hlca"	FALSE	4.55191440096314e-15
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.00720934071046186	"Alveolar macrophages"	"AT1"	"hlca"	FALSE	0.00720934071046186
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	3.31473237857871e-07	"Alveolar macrophages"	"EC general capillary"	"hlca"	FALSE	3.31473237857871e-07
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0	"Alveolar macrophages"	"SMG serous (nasal)"	"hlca"	FALSE	0
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.999862226332912	"Alveolar macrophages"	"Alveolar Mph proliferating"	"hlca"	FALSE	0.999862226332912
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.97600469320491e-09	"Alveolar macrophages"	"Basal resting"	"hlca"	FALSE	1.97600469320491e-09
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	3.62570682699292e-07	"Alveolar macrophages"	"Smooth muscle"	"hlca"	FALSE	3.62570682699292e-07
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.55431223447522e-15	"Alveolar macrophages"	"Ionocyte"	"hlca"	FALSE	1.55431223447522e-15
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0	"Alveolar macrophages"	"Multiciliated (nasal)"	"hlca"	FALSE	0
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	5.31952260018898e-12	"Alveolar macrophages"	"Neuroendocrine"	"hlca"	FALSE	5.31952260018898e-12
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.99991029931366	"Alveolar macrophages"	"Monocyte-derived Mph"	"hlca"	FALSE	0.99991029931366
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.00125431865900894	"Alveolar macrophages"	"EC venous pulmonary"	"hlca"	FALSE	0.00125431865900894
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	4.42514636045388e-09	"Alveolar macrophages"	"Adventitial fibroblasts"	"hlca"	FALSE	4.42514636045388e-09
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	2.8199664825479e-14	"Alveolar macrophages"	"Goblet (bronchial)"	"hlca"	FALSE	2.8199664825479e-14
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.00346689355974605	"Alveolar macrophages"	"Classical monocytes"	"hlca"	FALSE	0.00346689355974605
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.999921038852602	"Alveolar macrophages"	"Alveolar macrophages"	"hlca"	TRUE	0.999921038852602
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.11022302462516e-16	"Alveolar macrophages"	"Deuterosomal"	"hlca"	FALSE	1.11022302462516e-16
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	4.51860771022439e-14	"Alveolar macrophages"	"Lymphatic EC differentiating"	"hlca"	FALSE	4.51860771022439e-14
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.21680443498917e-13	"Alveolar macrophages"	"Club (nasal)"	"hlca"	FALSE	1.21680443498917e-13
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.37243559406031e-07	"Alveolar macrophages"	"Pericytes"	"hlca"	FALSE	1.37243559406031e-07
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.000847880523911604	"Alveolar macrophages"	"AT2"	"hlca"	FALSE	0.000847880523911604
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	5.94403393172627e-09	"Alveolar macrophages"	"EC aerocyte capillary"	"hlca"	FALSE	5.94403393172627e-09
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.66179056815263e-06	"Alveolar macrophages"	"CD4 T cells"	"hlca"	FALSE	1.66179056815263e-06
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.894629895500429	"Alveolar macrophages"	"DC2"	"hlca"	FALSE	0.894629895500429
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	6.89382995133769e-10	"Alveolar macrophages"	"pre-TB secretory"	"hlca"	FALSE	6.89382995133769e-10
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	8.27782287160517e-13	"Alveolar macrophages"	"Suprabasal"	"hlca"	FALSE	8.27782287160517e-13
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.987257080426922	"Alveolar macrophages"	"Interstitial Mph perivascular"	"hlca"	FALSE	0.987257080426922
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	8.80295836225287e-13	"Alveolar macrophages"	"Hillock-like"	"hlca"	FALSE	8.80295836225287e-13
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	8.64012962842331e-06	"Alveolar macrophages"	"Migratory DCs"	"hlca"	FALSE	8.64012962842331e-06
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	3.87170107085666e-09	"Alveolar macrophages"	"Myofibroblasts"	"hlca"	FALSE	3.87170107085666e-09
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.0149004379107146	"Alveolar macrophages"	"Subpleural fibroblasts"	"hlca"	FALSE	0.0149004379107146
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	1.49349315026193e-07	"Alveolar macrophages"	"Lymphatic EC mature"	"hlca"	FALSE	1.49349315026193e-07
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	2.62012633811537e-13	"Alveolar macrophages"	"EC venous systemic"	"hlca"	FALSE	2.62012633811537e-13
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	7.7715611723761e-16	"Alveolar macrophages"	"SMG duct"	"hlca"	FALSE	7.7715611723761e-16
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.999583114681968	"Alveolar macrophages"	"Alveolar Mph MT-positive"	"hlca"	FALSE	0.999583114681968
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	8.7118468229952e-05	"Alveolar macrophages"	"Plasma cells"	"hlca"	FALSE	8.7118468229952e-05
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	2.03810746057798e-10	"Alveolar macrophages"	"SMG mucous"	"hlca"	FALSE	2.03810746057798e-10
"ENSG00000102575"	"ACP5"	2.06	2.235	0	0.972217189827791	0.0277828101722093	"Alveolar macrophages"	0.000964309881347325	"Alveolar macrophages"	"DC1"	"hlca"	FALSE	0.000964309881347325
