id	sym	barcode	marker	cellType	data	target_cellType
ENSG00000007933	FMO3	7.40726024545113e-08	Multiciliated (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000009790	TRAF3IP3	0.000434946746669135	Innate lymphoid cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000010327	STAB1	0.912355515552219	Interstitial Mph perivascular_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000025423	HSD17B6	0.0149199327564138	AT0_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000028277	POU2F2	4.50732332568649e-08	Patrolling monocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000038427	VCAN	0.0159410083891837	Inflammatory monocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000038945	MSR1	3.47297492786502e-06	Alveolar macrophages_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000041982	TNC	8.09596665707346e-07	Suprabasal_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000049768	FOXP3	3.50635000694044e-07	T regulatory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000050165	DKK3	0.911222173781058	Myofibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000050730	TNIP3	0.0343208033078095	Alveolar Mph CCL3+_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000051128	HOMER3	0.429623365657514	Tuft_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000070031	SCT	1.66533453693773e-16	Plasmacytoid DC_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000072694	FCGR2B	1.36560762697968e-11	Interstitial Mph perivascular_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000077943	ITGA8	7.54993269014292e-08	Alveolar fibroblast 1_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000078898	BPIFB2	9.33209171050109e-09	SMG mucous_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000078898	BPIFB2	9.33209171050109e-09	Mucous cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000085265	FCN1	0.0145479352370781	Classical monocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000100292	HMOX1	0.0704613967450652	Alveolar Mph MT-positive_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000100604	CHGA	0	Neuroendocrine_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000100604	CHGA	0	Pulmonary neuroendocrine cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000101162	TUBB1	4.81096178799316e-06	Megakaryocyte/Platelet_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000101955	SRPX	0.986658042028611	Venous endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000101955	SRPX	0.986658042028611	EC venous pulmonary_hlca	EC venous pulmonary	hlca	TRUE
ENSG00000102575	ACP5	0.00125431865900894	Alveolar macrophage_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000102962	CCL22	5.13027120785381e-14	Mature DC subset_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000102962	CCL22	5.13027120785381e-14	Migratory DCs_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000104332	SFRP1	0.00274135313856089	Myoepithelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000104972	LILRB1	0.00132432837481511	Non-classical monocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000105369	CD79A	1.39497115941023e-05	B cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000105374	NKG7	0.125013995029556	CD8+ T cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000106819	ASPN	2.73126097877219e-06	Myofibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000106819	ASPN	2.73126097877219e-06	Secondary crest myofibroblast_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000107562	CXCL12	0.341904202140023	Subpleural fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000107796	ACTA2	0.263933404764951	Smooth muscle cell_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000111215	PRR4	0.172735231102943	SMG serous (bronchial)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000111404	RERGL	2.08166817117217e-17	SM activated stress response_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000111796	KLRB1	0.00315890933288332	Natural killer cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000114200	BCHE	1.11310534678388e-08	Airway smooth muscle cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000114200	BCHE	1.11310534678388e-08	Myofibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000114638	UPK1B	2.99760216648792e-15	Suprabasal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000115112	TFCP2L1	2.41913853316067e-06	Club (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000115523	GNLY	0.334863482590954	Natural killer cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000116690	PRG4	9.41726141512333e-11	Mesothelium_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000117724	CENPF	0.000988394589519048	Lymphatic EC proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000118513	MYB	5.69519986726164e-11	Tuft_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000122852	SFTPA1	0.98167971768335	AT2_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000122852	SFTPA1	0.98167971768335	Alveolar type 2 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000124491	F13A1	4.83127636281555e-05	Interstitial Mph perivascular_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000124491	F13A1	4.83127636281555e-05	Interstitial macrophage_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000126549	STATH	8.50014503228635e-17	SMG serous (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000126861	OMG	0	Multiciliated (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000128422	KRT17	1.07069579773356e-05	Basal resting_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000129226	CD68	NA	Monocyte-derived Mph_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000130300	PLVAP	0.999999998840987	EC venous systemic_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000130300	PLVAP	0.999999998840987	Systemic venous endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000131042	LILRB2	0.00041761697848286	Non-classical monocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000131042	LILRB2	0.00041761697848286	Patrolling monocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000131097	HIGD1B	2.66453525910038e-15	Pericytes_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000131097	HIGD1B	2.66453525910038e-15	Pericyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000131203	IDO1	0.999999967899869	Classical DC subset 1_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000131400	NAPSA	0.221872868628353	Alveolar type 2 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000131471	AOC3	8.68782596530338e-07	Alveolar fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000131747	TOP2A	0.0125782518385039	AT2 proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000132465	JCHAIN	0.581935024476725	Plasma cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000132465	JCHAIN	0.581935024476725	Plasmacytoid DCs_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000132514	CLEC10A	0.000161845805107141	DC2_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000132514	CLEC10A	0.000161845805107141	Classical DC subset 2_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000133392	MYH11	0.936530787837111	Vascular smooth muscle cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000134443	GRP	3.46944695195361e-17	Neuroendocrine_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000134443	GRP	3.46944695195361e-17	Pulmonary neuroendocrine cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000134986	NREP	0.262544164807435	Tuft cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000135549	PKIB	9.48545822215818e-06	Classical DC subset 2_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000136160	EDNRB	0.481463241775208	EC aerocyte capillary_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000136160	EDNRB	0.481463241775208	Capillary 2 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000136546	SCN7A	0.000321345091940123	Alveolar fibroblast 1_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000137077	CCL21	0.611479659182185	Lymphatic endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000137077	CCL21	0.611479659182185	Lymphatic EC mature_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000137077	CCL21	0.611479659182185	Lymphatic EC proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000137673	MMP7	0.00139231099335513	SMG Basal/Duct cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000137709	POU2F3	1.39105317654639e-06	Tuft_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000137709	POU2F3	1.39105317654639e-06	Tuft cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000137804	NUSAP1	0.00484966825534783	Alveolar Mph proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000137975	CLCA2	0	Suprabasal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000139329	LUM	0.136666281893795	Alveolar fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000142748	FCN3	0.999999876997334	EC general capillary_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000142748	FCN3	0.999999876997334	Capillary 1 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000143196	DPT	2.77555756156289e-17	Peribronchial fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000143546	S100A8	0.00532452487228474	Inflammatory monocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000148019	CEP78	0.177535054951606	Deuterosomal_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000148773	MKI67	0.00122794902989032	T cells proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000149021	SCGB1A1	0.975105324575517	Club (non-nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000149021	SCGB1A1	0.975105324575517	Goblet (subsegmental)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000149021	SCGB1A1	0.975105324575517	Secretory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000149021	SCGB1A1	0.975105324575517	pre-TB secretory_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000149591	TAGLN	0.998728640884903	Smooth muscle cell_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000150045	KLRF1	0.00227015338196035	NK cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000153563	CD8A	9.37001896692546e-05	CD8+ T cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000153993	SEMA3D	0.000104108644681133	Lymphatic EC differentiating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000155011	DKK2	0.00308407479345685	EC arterial_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000155011	DKK2	0.00308407479345685	Arterial endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000156689	GLYATL2	4.82469966756049e-18	SMG duct_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000156738	MS4A1	2.67111362931005e-06	B cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000156738	MS4A1	2.67111362931005e-06	B cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000159189	C1QC	0.994831470706081	Interstitial macrophage_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000160145	KALRN	0.49865933892946	Lymphatic EC differentiating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000160654	CD3G	6.23632288199172e-07	T cells proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000162399	BSND	1.34951221204826e-11	Ionocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000162399	BSND	1.34951221204826e-11	Ionocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000162747	FCGR3B	9.28956911394607e-12	Neutrophil_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000163017	ACTG2	0.00288885384661641	Smooth muscle cell FAM83D+_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000163221	S100A12	0.881885354176634	Classical monocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000163520	FBLN2	0.605727009270801	Alveolar fibroblast 2_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000163599	CTLA4	0	T regulatory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000163687	DNASE1L3	0.999998888016103	DC1_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000163735	CXCL5	1.11022302462516e-16	Alveolar Mph CCL3+_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000163737	PF4	0.00180104050886032	Megakaryocyte/Platelet_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000163751	CPA3	1.45169283444213e-05	Mast/Basophil_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000164035	EMCN	0.17635044382384	EC venous systemic_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000164035	EMCN	0.17635044382384	Capillary 2 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000164120	HPGD	0.967831303255207	Alveolar Mph MT-positive_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000164265	SCGB3A2	0.875913995216736	Respiratory airway secretory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000164265	SCGB3A2	0.875913995216736	AT0_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000164287	CDC20B	2.33590436314601e-06	Deuterosomal_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000164287	CDC20B	2.33590436314601e-06	Deuterosomal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000164379	FOXQ1	0	SMG Basal/Duct cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000165325	DEUP1	6.07153216591882e-17	Deuterosomal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000166803	PCLAF	9.28524693499799e-05	Alveolar Mph proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000166803	PCLAF	9.28524693499799e-05	T cells proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000166920	C15orf48	0.0650214606257854	Monocyte-derived Mph_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000166959	MS4A8	2.68701512113334e-05	Multiciliated (non-nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000167286	CD3D	4.03399535997551e-12	CD8 T cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000167286	CD3D	4.03399535997551e-12	CD4+ T cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000167286	CD3D	4.03399535997551e-12	CD4 T cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000167434	CA4	0.846982131979979	Capillary 1 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000167434	CA4	0.846982131979979	EC general capillary_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000167653	PSCA	0.00042546003916627	Goblet cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000167653	PSCA	0.00042546003916627	Club (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000168079	SCARA5	6.55439799657209e-11	Adventitial fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000168878	SFTPB	0.996338475799805	pre-TB secretory_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000168878	SFTPB	0.996338475799805	Respiratory airway secretory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000169435	RASSF6	7.9042328238188e-13	Tuft cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000170323	FABP4	0.866057528018759	Alveolar macrophages_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000170476	MZB1	2.56143835525302e-06	Plasma cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000170891	CYTL1	0.344883140884807	Hematopoietic stem cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000170891	CYTL1	0.344883140884807	Chondrocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000171303	KCNK3	5.16253706450698e-15	Pericytes_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000171303	KCNK3	5.16253706450698e-15	Pericyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000171346	KRT15	8.6572906621285e-09	Suprabasal_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000171346	KRT15	8.6572906621285e-09	Basal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000171346	KRT15	8.6572906621285e-09	Basal resting_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000171462	DLK2	0	Basal cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000171848	RRM2	0.0490617314130676	Alveolar Mph proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000172137	CALB2	1.04956872504051e-06	Mesothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000172137	CALB2	1.04956872504051e-06	Mesothelium_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000172236	TPSAB1	0.0587087351306612	Mast cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000174059	CD34	0.995421775413422	Systemic venous endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000174501	ANKRD36C	0.416295088780591	Goblet (bronchial)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000174718	RESF1	0.663489133247988	Innate lymphoid cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000174807	CD248	1.53992644885692e-08	Adventitial fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000175063	UBE2C	0.994949255599299	Alveolar Mph proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000175084	DES	0.00122187136733287	Airway smooth muscle cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000176009	ASCL3	4.56671376061757e-15	Ionocyte_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000176009	ASCL3	4.56671376061757e-15	Ionocyte_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000180644	PRF1	0.363102679452117	NK cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000181458	TMEM45A	0.0916103729212602	Secretory cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000182010	RTKN2	1.56541446472147e-14	Alveolar type 1 cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000183019	MCEMP1	4.38747739039957e-06	Alveolar macrophage_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000184530	C6orf58	2.01176440975184e-05	SMG serous (bronchial)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000184937	WT1	8.57990125322818e-09	Subpleural fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000186810	CXCR3	8.58688665228424e-07	Innate lymphoid cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000186847	KRT14	5.90786425421971e-06	Hillock-like_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000187479	C11orf96	0.842458361082629	SM activated stress response_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000187908	DMBT1	2.22044604925031e-16	SMG duct_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000189058	APOD	0.15110613684465	Peribronchial fibroblasts_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000196735	HLA-DQA1	0.930003489297897	DC2_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000197353	LYPD2	0	Goblet (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000197446	CYP2F1	0.000241871163943919	Club (non-nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000197614	MFAP5	0	Alveolar fibroblast 2_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000197870	PRB3	4.08688911705812e-11	Serous cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000197943	PLCG2	0.154539190961415	Goblet (bronchial)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000197992	CLEC9A	6.78137097154252e-06	Classical DC subset 1_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000197992	CLEC9A	6.78137097154252e-06	DC1_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000198523	PLN	2.94049709859134e-08	Vascular smooth muscle cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000198542	ITGBL1	1.50930627579385e-05	Secondary crest myofibroblast_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000198851	CD3E	3.9190872769268e-14	T cells proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000198851	CD3E	3.9190872769268e-14	CD8+ T cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000198901	PRC1	0.00929370570437316	AT2 proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000204305	AGER	0.0361673595029957	AT1_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000205420	KRT6A	0.960874477319817	Hillock-like_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000206073	SERPINB4	0.0658083012560539	Suprabasal_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000213088	ACKR1	0.988872572548919	EC venous pulmonary_hlca	EC venous pulmonary	hlca	TRUE
ENSG00000215182	MUC5AC	2.51073388066181e-07	Goblet cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000215182	MUC5AC	2.51073388066181e-07	Goblet (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000226777	FAM30A	5.83859427000233e-07	Hematopoietic stem cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000227507	LTB	3.33066907387547e-16	CD4 T cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000227507	LTB	3.33066907387547e-16	CD4+ T cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000227877	MRLN	5.55111512312578e-17	Multiciliated (nasal)_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000229807	XIST	0.996061743998766	AT0_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000239961	LILRA4	0	Plasmacytoid DC_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000239961	LILRA4	0	Plasmacytoid DCs_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000242265	PEG10	0.0955260574165304	AT2 proliferating_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000243566	UPK3B	4.11182199400173e-12	Mesothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000261857	MIA	3.12695164220167e-07	Myoepithelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000265107	GJA5	0.984813248797528	Arterial endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000271503	CCL5	0.0514611014727627	CD8 T cells_hlca	EC venous pulmonary	hlca	FALSE
ENSG00000274736	CCL23	0.996427810446437	Venous endothelial cell_cellRef	EC venous pulmonary	hlca	FALSE
NA	MTRNR2L8	NA	Goblet (subsegmental)_hlca	EC venous pulmonary	hlca	FALSE
NA	C1orf194	NA	Multiciliated (non-nasal)_hlca	EC venous pulmonary	hlca	FALSE
NA	C1orf194	NA	Ciliated cell_cellRef	EC venous pulmonary	hlca	FALSE
NA	C9orf24	NA	Ciliated cell_cellRef	EC venous pulmonary	hlca	FALSE
ENSG00000007933	FMO3	9.7153482806922e-05	Multiciliated (nasal)_hlca	CD8 T cells	hlca	FALSE
ENSG00000009790	TRAF3IP3	0.548292500316124	Innate lymphoid cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000010327	STAB1	3.27289511552475e-05	Interstitial Mph perivascular_hlca	CD8 T cells	hlca	FALSE
ENSG00000025423	HSD17B6	0.000747985028679454	AT0_hlca	CD8 T cells	hlca	FALSE
ENSG00000028277	POU2F2	0.583781229030162	Patrolling monocyte_cellRef	CD8 T cells	hlca	FALSE
ENSG00000038427	VCAN	0.000967941547305617	Inflammatory monocyte_cellRef	CD8 T cells	hlca	FALSE
ENSG00000038945	MSR1	1.19904086659517e-13	Alveolar macrophages_hlca	CD8 T cells	hlca	FALSE
ENSG00000041982	TNC	0.000128435599033527	Suprabasal_hlca	CD8 T cells	hlca	FALSE
ENSG00000049768	FOXP3	0.000605035362289952	T regulatory cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000050165	DKK3	0.178154234327033	Myofibroblasts_hlca	CD8 T cells	hlca	FALSE
ENSG00000050730	TNIP3	0.989733301396941	Alveolar Mph CCL3+_hlca	CD8 T cells	hlca	FALSE
ENSG00000051128	HOMER3	8.12641903324973e-07	Tuft_hlca	CD8 T cells	hlca	FALSE
ENSG00000070031	SCT	0	Plasmacytoid DC_cellRef	CD8 T cells	hlca	FALSE
ENSG00000072694	FCGR2B	4.7870078578871e-07	Interstitial Mph perivascular_hlca	CD8 T cells	hlca	FALSE
ENSG00000077943	ITGA8	0	Alveolar fibroblast 1_cellRef	CD8 T cells	hlca	FALSE
ENSG00000078898	BPIFB2	5.77958541025936e-08	SMG mucous_hlca	CD8 T cells	hlca	FALSE
ENSG00000078898	BPIFB2	5.77958541025936e-08	Mucous cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000085265	FCN1	0.0147053316360214	Classical monocyte_hlca	CD8 T cells	hlca	FALSE
ENSG00000100292	HMOX1	0.0379498257957925	Alveolar Mph MT-positive_hlca	CD8 T cells	hlca	FALSE
ENSG00000100604	CHGA	4.33680868994202e-17	Neuroendocrine_hlca	CD8 T cells	hlca	FALSE
ENSG00000100604	CHGA	4.33680868994202e-17	Pulmonary neuroendocrine cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000101162	TUBB1	1.44978617698938e-05	Megakaryocyte/Platelet_cellRef	CD8 T cells	hlca	FALSE
ENSG00000101955	SRPX	0.00520801316931363	Venous endothelial cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000101955	SRPX	0.00520801316931363	EC venous pulmonary_hlca	CD8 T cells	hlca	FALSE
ENSG00000102575	ACP5	9.52331076387036e-06	Alveolar macrophage_cellRef	CD8 T cells	hlca	FALSE
ENSG00000102962	CCL22	1.40533940040655e-09	Mature DC subset_cellRef	CD8 T cells	hlca	FALSE
ENSG00000102962	CCL22	1.40533940040655e-09	Migratory DCs_hlca	CD8 T cells	hlca	FALSE
ENSG00000104332	SFRP1	3.51270896782e-08	Myoepithelial cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000104972	LILRB1	0.251374979872463	Non-classical monocyte_hlca	CD8 T cells	hlca	FALSE
ENSG00000105369	CD79A	0.00886646715523232	B cells_hlca	CD8 T cells	hlca	FALSE
ENSG00000105374	NKG7	0.999879976191575	CD8+ T cell_cellRef	CD8 T cells	hlca	FALSE
ENSG00000106819	ASPN	1.81437752027058e-05	Myofibroblasts_hlca	CD8 T cells	hlca	FALSE
ENSG00000106819	ASPN	1.81437752027058e-05	Secondary crest myofibroblast_cellRef	CD8 T cells	hlca	FALSE
ENSG00000107562	CXCL12	0.00419962325979129	Subpleural fibroblasts_hlca	CD8 T cells	hlca	FALSE
ENSG00000107796	ACTA2	0.775841525040412	Smooth muscle cell_hlca	CD8 T cells	hlca	FALSE
ENSG00000111215	PRR4	0.306074717615137	SMG serous (bronchial)_hlca	CD8 T cells	hlca	FALSE
ENSG00000111404	RERGL	1.04083408558608e-17	SM activated stress response_hlca	CD8 T cells	hlca	FALSE
